term,estimate,std.error,statistic,p.value,nace2
(Intercept),6.28911493913063,0.45348714530097495,13.868342254677597,1.5492962514353233e-26,37
ln_sales,-0.667581079844218,0.0515787137976989,-12.942957097817377,2.171804187410606e-24,37
ln_emp,0.7642511870135942,0.1178478870995758,6.485064822314876,2.1609978021660204e-9,37
(Intercept),5.603296567426579,0.22568747072810566,24.82768117055592,1.0235725941294982e-98,38
ln_sales,-0.5351731632585208,0.023987123497294073,-22.310852041883738,3.5748490893868254e-84,38
ln_emp,0.5347271527688567,0.04416952176991833,12.106247279612452,7.856129850493809e-31,38
(Intercept),1.8083507403210497,0.6519730754866949,2.773658619216943,0.006877983089633921,39
ln_sales,-0.1422976010856644,0.07186045681395167,-1.980193383046201,0.051077187076874205,39
ln_emp,0.11999256610565676,0.14311212778362242,0.8384514154319531,0.40424471124388406,39
(Intercept),7.163486635565275,0.06251414540331558,114.58985145440927,0,41
ln_sales,-0.7044782347412223,0.006656821383775047,-105.82802123221707,0,41
ln_emp,0.658536185807518,0.01671261257385189,39.40354525048024,1.609292123e-315,41
(Intercept),6.384124328138409,0.12944358718827845,49.31974203443979,0,42
ln_sales,-0.6329268369398907,0.013598329468034128,-46.54445521618849,0,42
ln_emp,0.6757934685859258,0.027706836774269033,24.390856094172616,5.706669369798462e-119,42
(Intercept),6.184899413585401,0.04886355789070624,126.57488894728556,0,43
ln_sales,-0.6251135687014346,0.0053532153249811545,-116.77347738737471,0,43
ln_emp,0.6747028245167277,0.01200744502875404,56.19037379734219,0,43
(Intercept),5.496011721191065,0.05473235833715142,100.4161320317247,0,45
ln_sales,-0.5470397906109827,0.005898617426145468,-92.7403408443211,0,45
ln_emp,0.5717245538294246,0.014639813482943721,39.05272116311582,6.7245778797e-314,45
(Intercept),5.428391665991639,0.04342388642358623,125.0093465388934,0,46
ln_sales,-0.5112449291029495,0.004440483668463856,-115.13271239657773,0,46
ln_emp,0.6404446199814628,0.010987223828965106,58.28994020246394,0,46
(Intercept),5.061850633078978,0.034334063626912915,147.4294067863037,0,47
ln_sales,-0.5111443165070234,0.0037432023985614063,-136.55267925225397,0,47
ln_emp,0.6257020847322211,0.009105019815785188,68.72056265571813,0,47
(Intercept),5.919790797892913,0.07996894902888092,74.02611725902476,0,49
ln_sales,-0.605885879143198,0.00862375136674909,-70.25780931942613,0,49
ln_emp,0.6754137815474408,0.016713647681148955,40.410914148275886,1.5197e-320,49
(Intercept),5.407390654816092,0.7714494044445648,7.009391184518906,6.467993623533499e-10,50
ln_sales,-0.5515191987956771,0.08355177621426242,-6.600927278689402,3.9291453431268115e-9,50
ln_emp,0.4855468050803869,0.18016990107767736,2.694938511794216,0.008557876176553509,50
(Intercept),6.1965559727156005,0.6656309526634301,9.309296612365966,8.18974738692264e-14,51
ln_sales,-0.5999328682907109,0.07685184488079244,-7.806356102723202,4.517982830586188e-11,51
ln_emp,0.7649972575700597,0.17729177142878835,4.314905601117146,5.220222693283446e-5,51
(Intercept),5.064407728308052,0.13958886353272804,36.28088659895601,1.9522808043949345e-226,52
ln_sales,-0.48797613195839723,0.014388935715441488,-33.913288766362726,2.895052190308977e-203,52
ln_emp,0.5084769689179894,0.026773644592537067,18.99169786767556,1.3002312488140515e-74,52
(Intercept),5.56514822196259,0.31437572745145914,17.702219783560967,1.475151248985954e-52,53
ln_sales,-0.5804799379348273,0.03515461074809744,-16.51219927008416,2.262160607823525e-47,53
ln_emp,0.6059263280544324,0.06508561772331069,9.309680836560876,7.737818489637302e-19,53
(Intercept),6.754767573474545,0.11513234609501753,58.66959028090947,0,55
ln_sales,-0.7494156883589036,0.013450243548939018,-55.71762962002417,0,55
ln_emp,0.7301562969530389,0.02832404636789476,25.778671856033583,1.4197249658656074e-129,55
(Intercept),7.027555154455663,0.06395521856989528,109.88243511005126,0,56
ln_sales,-0.7644170028377874,0.0073231596444942905,-104.38349564214302,0,56
ln_emp,0.6982046348316826,0.014262371790944594,48.95431454640551,0,56
(Intercept),5.430972714669805,0.12675943719421973,42.844720952401474,4.371651439156295e-276,58
ln_sales,-0.5858600879031012,0.014801640685557602,-39.580753265733726,3.3119641660199334e-246,58
ln_emp,0.7935099202414367,0.039118585835410113,20.28472919701387,1.8672607300462343e-82,58
(Intercept),5.795778045892846,0.14019887099261488,41.33969128894158,1.4974372230047755e-257,59
ln_sales,-0.6099279165480739,0.01579488802915835,-38.6155264552752,2.013900728745555e-233,59
ln_emp,0.7947133441165003,0.06361351874170318,12.492837369103263,2.684602507076607e-34,59
(Intercept),5.956087177303613,0.290801283790978,20.48163990082219,1.7598685033276462e-58,60
ln_sales,-0.6572012737219691,0.033611242941413294,-19.553019055781903,4.607356644611522e-55,60
ln_emp,0.6738829996001054,0.07906218129110035,8.523455697723852,8.32579179484048e-16,60
(Intercept),6.109726706255497,0.23878461213998756,25.586768977699734,1.6268993565124556e-98,61
ln_sales,-0.630296728624668,0.026121362580078765,-24.12955016004251,1.0435570141778363e-90,61
ln_emp,0.7520212243846397,0.06044403361045215,12.441612173523081,8.195538840069392e-32,61
(Intercept),5.803625414948298,0.06198145182762249,93.63487372139724,0,62
ln_sales,-0.608092491468079,0.006932943880819237,-87.71057460171208,0,62
ln_emp,0.7511684376538392,0.018045921463891147,41.62538550092242,0,62
(Intercept),5.555585183533516,0.13349479841640324,41.616491799210586,8.373596215840247e-266,63
ln_sales,-0.6202567729584862,0.015998645382851437,-38.76933065991478,1.3557944112983405e-239,63
ln_emp,0.7920625001320551,0.05039584893531089,15.716820271224368,2.9217399336131e-52,63
(Intercept),7.504537094975444,0.16058312429507465,46.73303703560848,6.151766039646536e-244,64
ln_sales,-0.7572472764393949,0.018865707530581532,-40.138821998161916,1.7392517665743453e-203,64
ln_emp,0.8459861162647448,0.057222865703771185,14.784057139749144,1.758749623798799e-44,64
(Intercept),7.492231583493508,0.7660089183642553,9.780867303075935,3.73539664405304e-8,65
ln_sales,-0.8276065550406764,0.09385456362491436,-8.81796817412278,1.534024163664525e-7,65
ln_emp,1.180580164503221,0.20542200257854104,5.747096950103181,3.0001544131959074e-5,65
(Intercept),6.629776093061555,0.08032130495671459,82.54069199491171,0,66
ln_sales,-0.7410868980051494,0.009696601079630971,-76.42749164569668,0,66
ln_emp,0.9806218880220935,0.03654452936043233,26.83361655448865,7.586121536570416e-145,66
(Intercept),6.511709087286275,0.03814107489691746,170.7269421453182,0,68
ln_sales,-0.6767715074346654,0.00423661200155023,-159.74356565742298,0,68
ln_emp,0.6931714088680831,0.015591440137033565,44.45845943516327,0,68
(Intercept),5.00622758602814,0.05420752135367258,92.35300676017657,0,69
ln_sales,-0.5846392904024436,0.006706309477750958,-87.17749938950169,0,69
ln_emp,0.6976014743456713,0.016522514908554716,42.22126463232788,0,69
(Intercept),6.596061283729766,0.052085609024913486,126.63884338137912,0,70
ln_sales,-0.7095091145209521,0.0060668435297223,-116.94864241099503,0,70
ln_emp,0.7888459924715051,0.02214156826871312,35.627376656339855,3.5444755085624896e-261,70
(Intercept),5.607982513546487,0.05787541222633075,96.8974958072973,0,71
ln_sales,-0.5949851395953683,0.0064515495438865434,-92.2236023373909,0,71
ln_emp,0.7379252007039715,0.017061949923216715,43.249757737235775,0,71
(Intercept),6.651803852462771,0.12030950429793562,55.28909699428384,0,72
ln_sales,-0.7362971760801429,0.01410882833216797,-52.18698241592419,0,72
ln_emp,0.9858873070839256,0.040043139609863304,24.620629568244066,1.0635532725699848e-114,72
(Intercept),5.920587691895196,0.10554834569730048,56.093609547180435,0,73
ln_sales,-0.6271186353366933,0.011777768519946276,-53.24596372178946,0,73
ln_emp,0.7592539594684602,0.036069772776253166,21.049590863192833,1.4145750450574344e-91,73
(Intercept),5.3275356276937265,0.08930126781598749,59.65800663291305,0,74
ln_sales,-0.5952180982031539,0.010459321043139397,-56.90790977236294,0,74
ln_emp,0.7229892155623516,0.031881027287447544,22.677726443495526,5.35055353611066e-107,74
(Intercept),5.277879669730458,0.2097394933985729,25.16397643671609,3.6717974891664553e-96,75
ln_sales,-0.5435972556625785,0.023219833870284864,-23.410902020200787,8.734301331785133e-87,75
ln_emp,0.6355992139225675,0.04575825878237962,13.890371505292528,2.828429093365583e-38,75
(Intercept),1.1324804023148505,NA,NA,NA,76
ln_sales,-0.0671692911149072,NA,NA,NA,76
ln_emp,NA,NA,NA,NA,76
(Intercept),6.131747521255249,0.1325357632898731,46.26485236173057,4.5534646e-316,77
ln_sales,-0.6292493165980604,0.014602100182913013,-43.09306940205705,1.2222516743101055e-285,77
ln_emp,0.7020942485943689,0.04568781430638145,15.367210256243398,2.1502118003417037e-50,77
(Intercept),6.464666355197278,0.20943630531910967,30.866980513943492,2.416038205282541e-134,78
ln_sales,-0.6534488581136013,0.022830887396148334,-28.621264113625337,3.023414638113301e-121,78
ln_emp,0.4660885735855587,0.03497662406668055,13.32571641839969,2.1006408845015888e-36,78
(Intercept),5.090930042365733,0.221443304886611,22.989767267845465,3.729058279243376e-93,79
ln_sales,-0.5998353904209813,0.023435417284577535,-25.595251116596213,4.628599189133106e-110,79
ln_emp,0.6148240735889613,0.06217510887449753,9.88858861236582,5.292173252358678e-22,79
(Intercept),6.961903642230965,0.14194104742313784,49.047853095496485,2.6163905675e-314,80
ln_sales,-0.7044376852434495,0.015280605189574652,-46.10011688045309,5.494770215108485e-290,80
ln_emp,0.591852443642025,0.02904331713904976,20.378266050273528,1.0375696346651997e-81,80
(Intercept),5.861268103036427,0.09833836073401726,59.6030690290823,0,81
ln_sales,-0.62515962339167,0.011165715364493515,-55.989213676326564,0,81
ln_emp,0.5540166875781671,0.021637365817964205,25.60462730256196,6.839644721834018e-133,81
(Intercept),5.74189798155581,0.08672743636769503,66.20624593597005,0,82
ln_sales,-0.6275160299436254,0.009991509449402912,-62.80492783611645,0,82
ln_emp,0.6400733555201004,0.02622342977180582,24.40845309290079,3.928777260349297e-123,82
(Intercept),6.338730885015654,0.39639909678179847,15.990780343540658,2.648463473906479e-34,84
ln_sales,-0.6685580642254265,0.04392826401822717,-15.219314470246797,2.7042649190879846e-32,84
ln_emp,0.6450080146370173,0.09458703176488735,6.819201349295935,2.0615733448012214e-10,84
(Intercept),5.461216465914262,0.07694907196110863,70.97183015637218,0,85
ln_sales,-0.6264167167382234,0.009430282757601572,-66.42607998506521,0,85
ln_emp,0.8487242490311311,0.03402121200212811,24.946913971731554,8.555608002394026e-129,85
(Intercept),4.922218842802223,0.05772934892179592,85.26371654511804,0,86
ln_sales,-0.5244153068982734,0.006454468371167221,-81.24841222259155,0,86
ln_emp,0.5749097840589862,0.01443889882504605,39.81673332745668,0,86
(Intercept),7.289959575623357,0.41118891560650944,17.72897881955442,1.0340041337944938e-37,87
ln_sales,-0.7665023308670172,0.04923885597467054,-15.5670215258722,2.005786882529496e-32,87
ln_emp,0.503023526067938,0.10013416368121526,5.0234955541182895,1.5109645721869567e-6,87
(Intercept),6.41822153672705,0.2790677461812995,22.998793750093142,2.5840988536570133e-72,88
ln_sales,-0.764149823017208,0.03501483667592963,-21.823600952064705,1.438507118218523e-67,88
ln_emp,0.5776294539701671,0.06278936952630644,9.199478483824583,3.1390709702619234e-18,88
(Intercept),8.156811573337535,0.983120903567254,8.296854988781691,2.2147051298706744e-7,89
ln_sales,-0.6350331791123213,0.09641340216905234,-6.586565403001203,4.619581260976312e-6,89
ln_emp,2.985023562173463e-4,0.28986829298010536,0.001029786159598468,0.9991903375183224,89
(Intercept),4.69422087634911,0.12282363851195138,38.21919732407486,4.048304791821535e-245,90
ln_sales,-0.5388244745971332,0.014223167956384496,-37.88357672843663,8.780817084658868e-242,90
ln_emp,0.4526586823004535,0.037395280106704516,12.104700941103456,1.0855372787980219e-32,90
(Intercept),4.543740221277482,0.3657758753809783,12.422197654629066,2.950065719223227e-26,91
ln_sales,-0.47319874219727925,0.04185974043403237,-11.30438787462151,6.094393952216167e-23,91
ln_emp,0.38136076838013255,0.07917569109695248,4.816639590971772,2.9964499505084387e-6,91
(Intercept),6.4175522935671685,0.3389091252766601,18.935908817233404,1.0598255079228026e-47,92
ln_sales,-0.6991903511712991,0.04024650302330472,-17.372698213467967,8.027931513845662e-43,92
ln_emp,0.833198198240029,0.09356318936371587,8.905192350819394,2.272449723558781e-16,92
(Intercept),6.180368554783105,0.11659435800814671,53.00744101486685,0,93
ln_sales,-0.6925826759931698,0.013580970088591793,-50.99655411029504,0,93
ln_emp,0.6248647456816736,0.033544008277666904,18.62820747327621,4.643365841550267e-72,93
(Intercept),5.599787232065961,0.27046169864887415,20.704548037819816,1.8626876001071967e-57,94
ln_sales,-0.6228087479042078,0.031458709155557825,-19.79765745709804,2.64660276900877e-54,94
ln_emp,0.30632592123452157,0.07219835158144979,4.242838160770794,3.0468395762838646e-5,94
(Intercept),3.9730021465581844,0.1583759883180994,25.08588700061261,5.179298488560022e-114,95
ln_sales,-0.4347695380275905,0.018189856701649364,-23.9017571803173,2.5483049102441458e-105,95
ln_emp,0.5347994024681001,0.04816359485134545,11.103809923630742,1.858618399389186e-27,95
(Intercept),5.897197641898153,0.10479656830357044,56.27281252965641,0,96
ln_sales,-0.6958394085371655,0.0130183210609298,-53.450779503779344,0,96
ln_emp,0.6827027795522034,0.030999744522589752,22.022851803011235,8.03231875832686e-100,96
(Intercept),9.34752018628739,1.17802804728088,7.934887635199606,6.164710798271996e-7,99
ln_sales,-0.8443542635662692,0.14099001879878217,-5.9887520461381945,1.8920262514440316e-5,99
ln_emp,0.5397555962558493,0.37437396092514386,1.441755176887886,0.16865863930309585,99
